gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3202598119,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1014195794,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Erebus and Terror Gulf,Antarctica,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,-63.860035,-56.744385,NA,NA,NA,NA,NA,NA,2017-11-18T00:00:00Z,18,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS1014195794,NA,NA,NA,CC_BY_4_0,NA,obsr294678,NA,NA,2023-01-24T15:07:10Z,NA,NA
2836539378,8a863029-f435-446a-821e-275f4f641165,https://observation.org/observation/146891062,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Antarctica - Antarctic Peninsula,NA,PRESENT,1,c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f,-64.544449,-61.664014,25,NA,NA,NA,NA,NA,2017-11-25T00:00:00Z,25,11,2017,2481661,2481661,HUMAN_OBSERVATION,NA,Observations,OBS.146891062,NA,NA,NA,CC_BY_NC_4_0,Stichting Observation International,User 86437,NA,NA,2023-04-18T13:13:53Z,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2800088916,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS861358752,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Jubany Station,Antarctica,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,-62.23814,-58.6675,NA,NA,NA,NA,NA,NA,2017-12-02T00:00:00Z,2,12,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS861358752,NA,NA,NA,CC_BY_4_0,NA,obsr1536588,NA,NA,2023-01-24T15:10:49Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2790292054,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS872935382,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Erebus and Terror Gulf,Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-63.860035,-56.744385,NA,NA,NA,NA,NA,NA,2017-02-10T00:00:00Z,10,2,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS872935382,NA,NA,NA,CC_BY_4_0,NA,obsr422694,NA,NA,2023-01-24T15:04:05Z,NA,NA
2723236012,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS870126631,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Island (Emperor Penguin colony),Antarctica,PRESENT,500,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.51284,-57.44512,NA,NA,NA,NA,NA,NA,2017-11-20T00:00:00Z,20,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS870126631,NA,NA,NA,CC_BY_4_0,NA,obsr294678,NA,NA,2023-01-24T15:20:24Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2718133983,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS873199271,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Charlotte Bay,Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.578125,-61.652336,NA,NA,NA,NA,NA,NA,2017-11-25T00:00:00Z,25,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS873199271,NA,NA,NA,CC_BY_4_0,NA,obsr923358,NA,NA,2023-01-24T15:26:01Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2716255327,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS870699069,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Admiralty Sound,Antarctica,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.3967,-57.3116,NA,NA,NA,NA,NA,NA,2017-11-18T00:00:00Z,18,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS870699069,NA,NA,NA,CC_BY_4_0,NA,obsr305809,NA,NA,2023-01-24T15:05:06Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2686364699,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS778480279,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Antarctica,Antarctica,PRESENT,NA,e2e717bf-551a-4917-bdc9-4fa0f342c530,-73.72379,166.96436,NA,NA,NA,NA,NA,NA,2017-02-22T00:00:00Z,22,2,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS778480279,NA,NA,NA,CC_BY_4_0,NA,obsr1287064,NA,NA,2023-01-24T15:05:00Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2432418695,b1047888-ae52-4179-9dd5-5448ea342a24,https://data.biodiversitydata.nl/xeno-canto/observation/XC399041,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Island Emperor Penguin colony,NA,PRESENT,NA,1f00d75c-f6fc-4224-a595-975e82d7689c,-64.5128,-57.4451,NA,NA,NA,NA,NA,NA,2017-11-20T00:00:00Z,20,11,2017,2481661,2481661,HUMAN_OBSERVATION,NA,Wildlife sounds,XC399041,NA,NA,NA,CC_BY_NC_4_0,George Wagner,George Wagner,NA,NA,2023-04-25T13:37:44Z,StillImage;Sound,CONTINENT_DERIVED_FROM_COORDINATES
2230868592,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS706752935,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,"Charlotte Bay, Antarctic Peninsula",Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-66.52977,-65.709854000000007,NA,NA,NA,NA,NA,NA,2017-11-23T00:00:00Z,23,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS706752935,NA,NA,NA,CC_BY_4_0,NA,obsr1242819,NA,NA,2023-01-24T15:23:50Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2174221734,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS642887427,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Weddell Sea,Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-63.716805,-57.65584,NA,NA,NA,NA,NA,NA,2017-01-30T00:00:00Z,30,1,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS642887427,NA,NA,NA,CC_BY_4_0,NA,obsr354557,NA,NA,2023-01-24T15:21:48Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2148607001,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS589618163,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Island (Emperor Penguin colony),Antarctica,PRESENT,1500,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.51284,-57.44512,NA,NA,NA,NA,NA,NA,2017-11-20T00:00:00Z,20,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS589618163,NA,NA,NA,CC_BY_4_0,NA,obsr1055391,NA,NA,2023-01-24T15:24:35Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2120751251,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS558128618,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Island (Emperor Penguin colony),Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.51284,-57.44512,NA,NA,NA,NA,NA,NA,2017-12-07T00:00:00Z,7,12,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS558128618,NA,NA,NA,CC_BY_4_0,NA,obsr560123,NA,NA,2023-01-24T15:00:31Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2116660368,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS553471067,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Island (Emperor Penguin colony),Antarctica,PRESENT,2000,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.51284,-57.44512,NA,NA,NA,NA,NA,NA,2017-11-20T00:00:00Z,20,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS553471067,NA,NA,NA,CC_BY_4_0,NA,obsr305809,NA,NA,2023-01-24T15:03:11Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2111648855,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS558290581,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Bharati Research Station,Antarctica,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,-66.50457,84.82282,NA,NA,NA,NA,NA,NA,2017-12-16T00:00:00Z,16,12,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS558290581,NA,NA,NA,CC_BY_4_0,NA,obsr349964,NA,NA,2023-01-24T15:02:04Z,NA,NA
2110005533,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS555498862,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Island (Emperor Penguin colony),Antarctica,PRESENT,1000,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.51284,-57.44512,NA,NA,NA,NA,NA,NA,2017-11-20T00:00:00Z,20,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS555498862,NA,NA,NA,CC_BY_4_0,NA,obsr359676,NA,NA,2023-01-24T15:01:46Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2108501206,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS553468770,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Admiralty Sound,Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.41214,-57.370132,NA,NA,NA,NA,NA,NA,2017-11-18T00:00:00Z,18,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS553468770,NA,NA,NA,CC_BY_4_0,NA,obsr305809,NA,NA,2023-01-24T15:16:38Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2108501134,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS553469170,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Admiralty Sound,Antarctica,PRESENT,14,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.41214,-57.370132,NA,NA,NA,NA,NA,NA,2017-11-19T00:00:00Z,19,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS553469170,NA,NA,NA,CC_BY_4_0,NA,obsr305809,NA,NA,2023-01-24T15:01:37Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2108089143,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS553469255,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Admiralty Sound,Antarctica,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.41214,-57.370132,NA,NA,NA,NA,NA,NA,2017-11-20T00:00:00Z,20,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS553469255,NA,NA,NA,CC_BY_4_0,NA,obsr305809,NA,NA,2023-01-24T15:02:51Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2106151676,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS550367874,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Petrel Cove (Dundee Island),Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-63.458336,-56.211033,NA,NA,NA,NA,NA,NA,2017-11-18T00:00:00Z,18,11,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS550367874,NA,NA,NA,CC_BY_4_0,NA,obsr148052,NA,NA,2023-01-24T15:03:58Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2100773693,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS560717751,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Snow Hill Is.,Antarctica,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.4082,-57.131027,NA,NA,NA,NA,NA,NA,2017-12-07T00:00:00Z,7,12,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS560717751,NA,NA,NA,CC_BY_4_0,NA,obsr958634,NA,NA,2023-01-24T15:16:41Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
2042783787,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS463126731,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,entrance Antarctic Sound,Antarctica,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,-63.25,-56.786667,NA,NA,NA,NA,NA,NA,2017-01-07T00:00:00Z,7,1,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS463126731,NA,NA,NA,CC_BY_4_0,NA,obsr119128,NA,NA,2023-01-24T15:20:58Z,NA,NA
2033645696,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS455664807,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,Wilhelmina Bay,Antarctica,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,-64.654655,-62.15337,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,1,1,2017,2481661,2481661,HUMAN_OBSERVATION,CLO,EBIRD,OBS455664807,NA,NA,NA,CC_BY_4_0,NA,obsr318147,NA,NA,2023-01-24T15:02:47Z,NA,CONTINENT_DERIVED_FROM_COORDINATES
1946331648,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/18620783,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,NA,SPECIES,"Aptenodytes forsteri G.R.Gray, 1844",Aptenodytes forsteri,NA,AQ,NA,NA,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-69.386532,76.083354,23588,NA,NA,NA,NA,NA,2017-12-15T14:32:00Z,15,12,2017,2481661,2481661,HUMAN_OBSERVATION,iNaturalist,Observations,18620783,NA,Nidhin Cyril Joseph,2018-11-25T10:06:34Z,CC_BY_NC_4_0,Nidhin Cyril Joseph,Nidhin Cyril Joseph,NA,NA,2023-04-19T13:22:52Z,StillImage,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES
